AFFGEOID,D_Wht_prob,R_Wht_prob,O_Wht_prob,N_Wht_prob,D_His_prob,R_His_prob,O_His_prob,N_His_prob,D_Blk_prob,R_Blk_prob,O_Blk_prob,N_Blk_prob,D_Asn_prob,R_Asn_prob,O_Asn_prob,N_Asn_prob,D_Oth_prob,R_Oth_prob,O_Oth_prob,N_Oth_prob
1500000US360010003022,0.44313103160148304,0.10739036997638832,0.004512959952637716,0.44496563846949083,0.34739405864669665,0.08033491532498221,0.004010541142339615,0.5682604848859815,0.3476872758152698,0.08055331568971598,0.004014246251328031,0.5677451622436861,0.34650605570010834,0.08032479316172218,0.003997887934927648,0.5691712632032417,0.231212528019545,0.05108275091463988,0.0035723769075585335,0.7141323441582567
1500000US360010004011,0.48980143352815947,0.11817361383560167,0.0038584295836005976,0.3881665230526383,0.3888153471207184,0.08734237614997367,0.00354642149419728,0.5202958552351107,0.3874103762172885,0.08694891361393287,0.003553827698744954,0.5220868824700338,0.38527571979986175,0.0863935497499947,0.0035415211848370104,0.5247892092653067,0.2631396914857514,0.0568423725319792,0.0033097845908975306,0.6767081513913717
1500000US360010004031,0.7079739913431156,0.08370380880882908,0.006387744123131017,0.20193445572492444,0.6415582535878567,0.0748485626625828,0.0063555040833218075,0.2772376796662387,0.646755013971821,0.07434397072606277,0.006271687560097467,0.27262932774201887,0.6392675231488822,0.07470537771212578,0.006365568373071857,0.2796615307659202,0.5162757630001009,0.05745543366141093,0.006747240039574107,0.41952156329891394
1500000US360010004032,0.5557208303896151,0.06389661846338776,0.010173355956482347,0.37020919519051476,0.4758997332712988,0.053093028140164845,0.009248933205025268,0.46175830538351104,0.4803093505479723,0.05297095618518715,0.009197934116755962,0.4575217591500844,0.47361192826994114,0.05285962547257097,0.009231021551630728,0.4642974247058571,0.33974469981170785,0.03598384797082974,0.00864633306943843,0.615625119148024
1500000US360010004033,0.38720909633328693,0.07126972837097131,0.00797139602137822,0.5335497792743635,0.3096867250116214,0.05432889957111189,0.006775817939790464,0.6292085574774763,0.3124555782303622,0.054331716065678604,0.006765792794680896,0.6264469129092783,0.3074413972348866,0.05398970198893319,0.006752483598839202,0.631816417177341,0.19916260927822332,0.03332543478693118,0.005779203086130714,0.7617327528487148
1500000US360010004034,0.6623064263729812,0.07452947703266166,0.0053999519460334695,0.2577641446483237,0.5813083003447668,0.062227549989578204,0.0052351578487844505,0.35122899181687056,0.583013056080384,0.062098366445737366,0.005221438765678599,0.3496671387082001,0.5788466090700165,0.061946706449799764,0.005231930223453065,0.3539747542567307,0.4433227798801599,0.04521247813048586,0.005355075312295354,0.5061096666770589
1500000US360010004041,0.02193664267260534,0.0005575767713480566,8.802670207743242e-05,0.9774177538539691,0.013304064927736343,0.0003278028831786611,6.179774272111828e-05,0.9863063344463638,0.0133053135907364,0.00032637728360579074,6.180508192771858e-05,0.9863065040437301,0.013104417440290587,0.00032273644715458333,6.124710620114493e-05,0.9865115990063538,0.006978012744397684,0.00016497201649827808,4.507359241811576e-05,0.992811941646686
1500000US360010005011,0.32598085421580714,0.040941791534119525,0.0062462577321999516,0.6268310965178734,0.25788012703074925,0.032236780061178805,0.005175245149555784,0.7047078477585161,0.26078732937091037,0.03237309937764456,0.005176952063712218,0.7016626191877329,0.25597858466573575,0.03205631135361737,0.005155510050483008,0.706809593930164,0.1605012215687222,0.019124563309751316,0.00417866593542965,0.8161955491860967
1500000US360010005012,0.4522525097774394,0.05286972308689115,0.008923267336265465,0.48595449979940386,0.37387505120952935,0.04294815673170483,0.007741960696249092,0.5754348313625168,0.37861887873790456,0.04296190141514153,0.007711660373737255,0.5707075594732165,0.3721137701932726,0.04270947986981065,0.007717043643463396,0.5774597062934533,0.2497528746661602,0.0272972661296923,0.006732249800575089,0.7162176094035724
1500000US360010005013,0.32874890226386794,0.06229359946664105,0.01054497566189388,0.5984125226075971,0.25771481576912564,0.0487861694029921,0.008818547991603944,0.6846804668362783,0.2640199206400039,0.04885181450943093,0.008776266396221557,0.6783519984543437,0.2552140422831476,0.04852464576050514,0.008794778267202673,0.6874665336891447,0.1616239845168871,0.029192902443841776,0.007215904567781382,0.8019672084714898
1500000US360010005014,0.6029217182276521,0.07067498414453545,0.006446038567978571,0.31995725905983396,0.5230703832354713,0.06073320311813438,0.006014780288325745,0.4101816333580686,0.5304775038687983,0.060437065783824566,0.0059341602799878775,0.4031512700673893,0.5204684643556263,0.060556457899899975,0.0060136868338624815,0.41296139091061135,0.3851295430352565,0.042697015323790895,0.005815872949810611,0.566357568691142
1500000US360010005021,0.12425416425539407,0.020426690979901876,0.0034956433503780474,0.851823501414326,0.09071103353559529,0.014834353884046818,0.002693139193350949,0.891761473387007,0.09245565340237977,0.014929729929386406,0.0026998984212017584,0.889914718247032,0.089754298472905,0.014722015696883852,0.0026774532315287022,0.8928462325986825,0.05120677414132395,0.007987180758728398,0.0019799627942719486,0.9388260823056758
1500000US360010005022,0.3730476019056503,0.05719880872677074,0.010533311984316824,0.5592202773832622,0.30166431235375485,0.045038252837210926,0.008898352865680659,0.6443990819433536,0.3054610351975282,0.045131826403631885,0.008881094723002655,0.6405260436758373,0.2995041805433274,0.04479341425959459,0.008868225174329055,0.646834180022749,0.19380065712768932,0.027499809812153372,0.00744607979425174,0.7712534532659054
1500000US360010006001,0.30574344073078275,0.03512205340374572,0.007815206879707784,0.6513192989857638,0.2393010466159453,0.027521957152615455,0.006400153347143415,0.7267768428842958,0.242992237564357,0.027610284838538418,0.006398886477526115,0.7229985911195784,0.23766324069158806,0.027381206359323472,0.006376446838571553,0.728579106110517,0.14726028369158484,0.016165834274784786,0.005117495561884997,0.8314563864717454
1500000US360010006002,0.3602776338217859,0.03793951474057119,0.00895002714219278,0.5928328242954501,0.2855053981571846,0.03021284807516459,0.0074800974183858865,0.676801656349265,0.2903747893846669,0.030248624459393712,0.007463347450233285,0.6719132387057061,0.2827523403446139,0.030110120084180996,0.0074641461707582995,0.6796733934004469,0.17985003632638985,0.018222965434610737,0.006149079288485341,0.7957779189505141
1500000US360010006003,0.29376630065876586,0.03026178046665481,0.003943399915642447,0.6720285189589369,0.22831383465009672,0.023321041022152985,0.003209875457374028,0.7451552488703763,0.23176398500562115,0.023404505564505185,0.0032095473307645946,0.7416219620991089,0.225740376924102,0.023207779059470243,0.0031996856457630857,0.7478521583706645,0.13874933493142722,0.013544526971895805,0.0025437528966095,0.8451623852000675
1500000US360010007001,0.5081352172939759,0.023039266107210788,0.003686313962392763,0.46513920263642056,0.40835340138597104,0.018414619975088573,0.0032351029658227114,0.5699968756731175,0.41386436898333406,0.01835222270200946,0.003215896855531052,0.5645675114591254,0.4058533286273071,0.018370228482142092,0.0032305686941126676,0.5725458741964383,0.2724209177459891,0.011741692314759598,0.0028458809517330178,0.7129915089875182
1500000US360010007002,0.31136101187195,0.026351974574584686,0.002763553749281765,0.6595234598041834,0.23850364531883012,0.020256257133890784,0.0022497267432433905,0.7389903708040357,0.24168126499342998,0.020322445276366227,0.0022501819285700095,0.7357461078016337,0.23675472452573645,0.02016171380197548,0.0022417800898387654,0.7408417815824492,0.145346627944872,0.011813078810898782,0.0017933761678824317,0.8410469170763468
1500000US360010007003,0.534134096057501,0.02159432205374536,0.003270587173206806,0.441000994715547,0.4415799241058817,0.017851974582206918,0.0028825857914783017,0.5376855155204331,0.44554457743088793,0.01786104127003506,0.0028738369353881487,0.533720544363689,0.43906655805723865,0.017815152377603023,0.002879364262116856,0.5402389253030413,0.30044355832370334,0.011649004530368766,0.0025805698672457765,0.6853268672786821
1500000US360010007004,0.5682041958764134,0.027337939027922118,0.0028498210013617638,0.4016080440943027,0.48046391146527245,0.023160241524290158,0.002549775142382625,0.4938260718680548,0.4897655325253544,0.022938079320822886,0.002515322678819346,0.4847810654750033,0.477451953907084,0.02313290598137747,0.002550090905387432,0.496865049206151,0.3368904339785886,0.015514073838979238,0.002336981214565957,0.6452585109678661
1500000US360010008001,0.9999210341365374,1.101667080183974e-05,5.96095506697291e-09,6.794323170565717e-05,0.9998899627683209,1.0980171695983874e-05,6.307338998110954e-09,9.905075264397699e-05,0.9998920409307354,1.0846385875661242e-05,6.21184922009101e-09,9.710647153969897e-05,0.9998889442870804,1.1011625416725273e-05,6.332756910462177e-09,0.00010003775474606159,0.9998034137911351,1.0516094996305378e-05,8.447186598847222e-09,0.000186061666681858
1500000US360010008002,0.3385636495541811,0.030573284443618284,0.00709123261530668,0.6237718333868939,0.2656888827111975,0.023996046668915506,0.005845583425972748,0.7044694871939142,0.27005703897902333,0.02404791788955294,0.0058376447678588714,0.7000573983635648,0.26356640061047776,0.02389680979964985,0.005829232573819104,0.7067075570160533,0.1647199621686355,0.014258065612986329,0.004754465559935156,0.816267506658443
1500000US360010008003,0.3272787447812549,0.029426055478715987,0.0026213989318200283,0.640673800808209,0.25516753815524224,0.02319159154101325,0.0021577365110279903,0.7194831337927166,0.26077432040717125,0.02321582972237593,0.002152133570019768,0.713857716300433,0.25295810403055613,0.02309246111803734,0.0021514277085397213,0.7217980071428669,0.1577045894641836,0.013689953134434052,0.0017355775742394451,0.8268698798271429
1500000US360010011001,0.4258308312212969,0.03912266362507515,0.006951634266785281,0.5280948708868427,0.33434619944213506,0.029954443405554913,0.005905331406616192,0.6297940257456939,0.33504137103133974,0.03008708512060214,0.005915406837521204,0.628956137010537,0.33287270692485316,0.029824507584351012,0.0058860772082318935,0.6314167082825639,0.21518324182569604,0.01845445391112701,0.005056361760855586,0.7613059425023213
1500000US360010014001,0.5778345415897281,0.03209939535543258,0.011778597177933257,0.3782874658769061,0.5019351488445194,0.02647909137416924,0.010392065425694097,0.46119369435561736,0.5050267872057281,0.02647817978770361,0.010364574223187203,0.4581304587833811,0.500657509426304,0.02637747022653294,0.010364704611916842,0.46260031573524607,0.3582197210776569,0.018027149641068444,0.009751567432933666,0.614001561848341
1500000US360010014002,0.45192162595788277,0.029579014086768052,0.010640737718598942,0.5078586222367504,0.3774981689065472,0.02359963020783131,0.008997810135410657,0.5899043907502108,0.3820065614428109,0.02359254964282736,0.00896956733276679,0.5854313215815949,0.3762957627154239,0.023487835477123326,0.008966039030154369,0.5912503627772985,0.2502529862984114,0.01489249271168441,0.007798628292160561,0.7270558926977436
1500000US360010014003,0.664511230395116,0.046462820652732356,0.007940272784273904,0.2810856761678777,0.5901303464815217,0.041488406596984426,0.007474492460339,0.3609067544611547,0.5957390983467644,0.041248481756530835,0.007399780612187675,0.3556126392845171,0.5865957385667752,0.041527780914475544,0.007498287393929292,0.36437819312482006,0.4495221955983485,0.030215465456964047,0.007433592497148633,0.5128287464475387
1500000US360010014004,0.4464469223182334,0.02322704425698964,0.00698874514562603,0.5233372882791508,0.373091475449591,0.018052904046425244,0.0058209706197671135,0.6030346498842166,0.37602589830406563,0.018078294601458423,0.0058147111263842,0.6000810959680918,0.3717543081072191,0.017976057463448113,0.005802279316715003,0.6044673551126177,0.2453713292948253,0.011299912494197274,0.005023721588221882,0.7383050366227555
1500000US360010015001,0.310814729263379,0.04419696205737641,0.011896438236866022,0.6330918704423787,0.2513598889792582,0.034804112399184815,0.009798698764166353,0.7040372998573906,0.2541526200729293,0.03494460510473026,0.00980457385947106,0.7010982009628693,0.24899883522058158,0.034639293386899715,0.00976647400459868,0.7065953973879201,0.15641501497623309,0.020665284468930855,0.0079095313470853,0.8150101692077507
1500000US360010015002,0.25428498484108697,0.0367301059051513,0.008847346217567265,0.7001375630361946,0.1992452378129853,0.028486335140852595,0.0071762269143132015,0.765092200131849,0.20112841873365392,0.028638577829833485,0.007190651489940262,0.7630423519465724,0.19703347779201302,0.028335152757714636,0.007147359855698615,0.7674840095945737,0.12016082665882717,0.01638592250075519,0.00561086720255541,0.8578423836378622
1500000US360010015003,0.388053299883669,0.04312685140084031,0.011729142824852894,0.5570907058906378,0.3147883250284492,0.035078842348575175,0.01001725590395643,0.6401155767190192,0.3177392137402507,0.035206941129677684,0.010015994394409556,0.6370378507356621,0.31246250119442937,0.034916790692123986,0.00998324064188875,0.6426374674715579,0.20302874975197227,0.02154675704646182,0.008374017662662096,0.7670504755389037
1500000US360010015004,0.5595166132991353,0.052231979447310846,0.012789297770890346,0.3754621094826635,0.4849249571591933,0.044649421507436955,0.011583041586191917,0.4588425797471777,0.48695363051924395,0.04483376870582559,0.011577585150282095,0.45663501562464853,0.4820722971381584,0.044561803709808306,0.011571140575288425,0.46179475857674473,0.3472132152656855,0.030456432490397443,0.010794798017529538,0.6115355542263876
1500000US360010016001,0.2600260844256693,0.031770212551943844,0.009539301235908333,0.6986644017864785,0.2027624399484687,0.024488023393639716,0.007740911970992995,0.7650086246868987,0.20528822790764265,0.024607186680230545,0.007749972890292197,0.7623546125218346,0.20092894372016631,0.024344456596747607,0.007704930014415353,0.7670216696686707,0.12235306634593575,0.014062590717697629,0.006054450795379962,0.8575298921409867
1500000US360010016002,0.44837694339900264,0.05039841569955873,0.007445970388486145,0.49377867051295254,0.36829103290617815,0.04185928341147827,0.006531037063486894,0.5833186466188567,0.3714578275304572,0.041961828675007876,0.006524631702852093,0.5800557120916828,0.3651991142862746,0.04172334558177269,0.006517898389888922,0.5865596417420638,0.24606010359836578,0.026539527125022534,0.005642415580080648,0.7217579536965311
1500000US360010016003,0.790172254003706,0.03969912030916178,0.007281821993870398,0.16284680369326177,0.7345750138519034,0.037270392409394136,0.007320779461166409,0.220833814277536,0.7377146988135889,0.03712955746640323,0.007255430338639904,0.217900313381368,0.7324459147342844,0.037304712783551935,0.007332082995237948,0.2229172894869255,0.6171791898946144,0.029775768362005663,0.008006041664983327,0.34503900007839666
1500000US360010016004,0.44285341397735,0.06425832518433296,0.007643456852830162,0.4852448039854869,0.3690456082838165,0.05236669926073796,0.00668529651363594,0.5719023959418096,0.3719832407435844,0.052521630457085924,0.006677049242914865,0.5688180795564147,0.36655014049527296,0.05216686999356205,0.006662093330510289,0.5746208961806546,0.2471644153408027,0.03334972541319005,0.005845743077889922,0.7136401161681173
1500000US360010017001,0.568954553789716,0.05767961718437947,0.009587348970094618,0.36377848005580987,0.4892645152135923,0.04883953073868063,0.008779324277135441,0.45311662977059164,0.4930166203334901,0.048850517187202465,0.008741631626052914,0.44939123085325466,0.48683614361541816,0.04865549176788668,0.008762160269764355,0.4557462043469308,0.3511003594471209,0.03336196198032241,0.00824685687055707,0.6072908217019994
1500000US360010017002,0.628322630799783,0.050689915312101395,0.009155931710129848,0.3118315221779857,0.5571659467192406,0.043948751413533146,0.008500449194562783,0.39038485267266343,0.5602167332071838,0.04398570262237159,0.008470635504166126,0.3873269286662783,0.554423754034796,0.04388431595011602,0.008494277958989134,0.39319765205609875,0.41685438452107915,0.031273212164067914,0.008277798729733997,0.543594604585119
1500000US360010017003,0.49077033950977345,0.06667825886494705,0.00873954945966568,0.4338118521656138,0.41167525136774075,0.05447411790601737,0.007794200691974909,0.5260564300342669,0.41383905050319825,0.054661688963505616,0.007787556447189789,0.5237117040861065,0.40852580468442745,0.05434784092937048,0.007776858837841991,0.52934949554836,0.28255005201089856,0.0355375758459441,0.007048098785100669,0.6748642733580567
